zip,city,lat,long
,,,
85037,phoenix,33.486707,-112.268258
,,,
85203,phoenix,33.450359,-111.802894
,,,
79093,southwest KS,36.289912,-101.033947
,,,
79096,amarillo,35.437391,-100.196706
,,,
60187,chicago,41.87272,-88.112442
,,,
4677,maine,44.476822,-68.181506
,,,
3910,boston,43.185309,-70.603455
,,,
4626,maine,44.669023,-67.22199
,,,
74734,texarkana,34.102246,-94.54251
,,,
78521,brownsville,25.943923,-97.317944
,,,
95965,chico,39.593945,-121.581363
,,,
95973,chico,39.891624,-121.841982
,,,
95974,chico,39.480221,-121.838454
,,,
95983,susanville,40.077912,-120.707315
,,,
95988,yuba,39.491654,-122.26208
,,,
87554,santa fe / taos,36.482898,-106.01867
,,,
87556,santa fe / taos,36.785506,-105.479969
,,,
91316,los angeles,34.160236,-118.515472
,,,
84712,st george,37.992535,-111.931912
,,,
79502,abilene,33.183064,-100.245133
,,,
79505,wichita falls,33.577057,-99.809712
,,,
79506,san angelo,32.106426,-100.313408
,,,
79511,odessa / midland,32.415915,-101.250314
,,,
79527,odessa / midland,32.593166,-101.059442
,,,
79543,abilene,32.71433,-100.407773
,,,
79549,lubbock,32.887589,-100.841389
,,,
79556,abilene,32.458787,-100.357939
,,,
79607,abilene,32.43035,-99.832641
,,,
79699,abilene,32.462235,-99.715894
,,,
95453,mendocino county,39.045931,-122.941077
,,,
95454,mendocino county,39.806096,-123.516147
,,,
78061,san antonio,28.888446,-99.141465
,,,
89702,tahoe,39.159107,-119.735812
,,,
97333,corvallis/albany,44.468069,-123.293831
,,,
906,,18.46446,-66.094995
,,,
70454,new orleans,30.362846,-90.358594
,,,
87420,farmington,36.851252,-108.898429
,,,
80459,high rockies,40.177204,-106.454609
,,,
73487,lawton,34.484337,-97.448953
,,,
917,,18.420674,-66.050105
,,,
87455,farmington,36.331258,-108.656457
,,,
80461,high rockies,39.231742,-106.313157
,,,
80465,denver,39.609101,-105.205545
,,,
80466,boulder,39.974483,-105.546992
,,,
85286,phoenix,33.271981,-111.831774
,,,
72122,little rock,34.777884,-92.808357
,,,
72123,jonesboro,35.258759,-91.235387
,,,
85341,phoenix,31.879191,-112.798973
,,,
59933,kalispell,48.682382,-114.772578
,,,
59472,great falls,47.396634,-111.159034
,,,
66092,lawrence,38.7015,-95.097953
,,,
67218,wichita,37.668511,-97.280418
,,,
76209,dallas / fort worth,33.231552,-97.109871
,,,
74740,texarkana,33.765412,-94.608109
,,,
92604,orange county,33.690715,-117.789224
,,,
77612,beaumont / port arthur,30.402074,-93.922367
,,,
95037,san francisco bay area,37.174063,-121.598747
,,,
77624,beaumont / port arthur,30.685013,-94.291805
,,,
77625,beaumont / port arthur,30.377234,-94.373937
,,,
95054,san francisco bay area,37.393491,-121.96467
,,,
95113,san francisco bay area,37.333694,-121.891002
,,,
77660,beaumont / port arthur,30.649823,-94.14075
,,,
95129,san francisco bay area,37.305742,-122.000927
,,,
95148,san francisco bay area,37.335987,-121.777603
,,,
95206,stockton,37.918854,-121.417427
,,,
79707,odessa / midland,32.043685,-102.198726
,,,
79735,odessa / midland,30.747459,-102.790792
,,,
79739,odessa / midland,31.769325,-101.506391
,,,
79743,odessa / midland,31.185703,-102.593762
,,,
97473,oregon coast,43.67591,-123.852596
,,,
75412,texarkana,33.801868,-95.151966
,,,
70639,lake charles,30.978267,-93.491139
,,,
91730,inland empire,34.10097,-117.57882
,,,
72331,memphis,35.281034,-90.466305
,,,
72332,memphis,35.10195,-90.308837
,,,
70650,lake charles,30.237437,-92.923188
,,,
62477,terre haute,39.233553,-87.643438
,,,
80538,north CO,40.457521,-105.050761
,,,
84737,st george,37.044712,-113.206012
,,,
72126,little rock,34.942765,-92.916204
,,,
97423,oregon coast,43.193667,-124.173269
,,,
80547,north CO,40.52663,-104.965364
,,,
87718,santa fe / taos,36.599808,-105.291885
,,,
72139,jonesboro,35.361003,-91.507798
,,,
70560,lafayette,29.921943,-91.878669
,,,
84747,provo / orem,38.406572,-111.643882
,,,
71222,monroe,32.826236,-92.656885
,,,
72740,fayetteville,36.104648,-93.655397
,,,
75783,tyler / east TX,32.816432,-95.424745
,,,
88415,amarillo,36.31176,-103.326817
,,,
81143,pueblo,38.049008,-105.856686
,,,
71226,monroe,32.250749,-92.437982
,,,
88418,pueblo,36.725861,-103.684739
,,,
88419,pueblo,36.899379,-103.541874
,,,
75785,deep east texas,31.775416,-95.196572
,,,
92135,san diego,32.697543,-117.192775
,,,
88424,amarillo,36.412538,-103.656438
,,,
56683,bemidji,47.736271,-94.7509
,,,
78390,corpus christi,27.997261,-97.327442
,,,
26719,western maryland,39.482791,-78.774834
,,,
4925,maine,45.212372,-69.903397
,,,
80804,eastern CO,39.34684,-103.248069
,,,
6461,new haven,41.239863,-73.075393
,,,
34743,orlando,28.329308,-81.355152
,,,
6022,hartford,41.865433,-72.927326
,,,
73028,stillwater,35.977961,-97.631503
,,,
15239,pittsburgh,40.483674,-79.738074
,,,
19505,reading,40.379158,-75.620505
,,,
17562,lancaster,39.970438,-76.092067
,,,
15851,state college,41.102906,-78.910417
,,,
17030,harrisburg,40.609235,-76.725609
,,,
43228,columbus,39.966129,-83.125346
,,,
45849,lima / findlay,41.013772,-84.446662
,,,
43542,toledo,41.566665,-83.765032
,,,
43528,toledo,41.628855,-83.749575
,,,
44695,tuscarawas co,40.442011,-81.170166
,,,
45042,dayton / springfield,39.556885,-84.420158
,,,
43231,columbus,40.079362,-82.935126
,,,
43010,columbus,39.999547,-83.622832
,,,
76632,waco,31.303293,-97.060163
,,,
26372,west virginia (old),38.959136,-80.346572
,,,
98851,moses lake,47.413886,-119.43223
,,,
57272,northeast SD,45.101225,-97.462871
,,,
57217,northeast SD,45.072481,-97.677502
,,,
77984,victoria,29.453329,-97.191865
,,,
79376,lubbock,33.23386,-102.673107
,,,
73529,lawton,34.350658,-97.944725
,,,
16066,pittsburgh,40.709967,-80.105642
,,,
15647,pittsburgh,40.342501,-79.729198
,,,
15486,morgantown,40.025886,-79.711164
,,,
15620,pittsburgh,40.323545,-79.338689
,,,
6067,hartford,41.656624,-72.661779
,,,
32697,gainesville,29.929756,-82.431439
,,,
78140,san marcos,29.333756,-97.765502
,,,
16137,youngstown,41.23123,-80.238647
,,,
16127,youngstown,41.173009,-80.072998
,,,
77381,houston,30.178248,-95.50096
,,,
84020,salt lake city,40.500154,-111.869576
,,,
15613,pittsburgh,40.546577,-79.561663
,,,
15679,pittsburgh,40.175948,-79.653825
,,,
16839,state college,41.003854,-78.110537
,,,
15905,altoona-johnstown,40.290655,-78.969943
,,,
18326,poconos,41.167313,-75.25302
,,,
57226,northeast SD,44.788157,-96.714071
,,,
57258,northeast SD,44.889599,-97.922617
,,,
57042,sioux falls / SE SD,43.986587,-97.156681
,,,
57219,northeast SD,45.290641,-97.796148
,,,
57334,sioux falls / SE SD,43.549822,-97.997122
,,,
25917,southern WV,37.991078,-81.218428
,,,
26660,west virginia (old),38.353505,-80.692042
,,,
16865,state college,40.712063,-77.996064
,,,
37921,knoxville,35.979767,-84.002156
,,,
38060,memphis,35.209347,-89.505468
,,,
28269,charlotte,35.337313,-80.803472
,,,
27527,raleigh / durham / CH,35.653948,-78.381715
,,,
24853,southern WV,37.435447,-81.511823
,,,
16041,pittsburgh,41.005338,-79.714928
,,,
16332,meadville,41.356717,-79.369545
,,,
19126,philadelphia,40.05539,-75.13756
,,,
37130,nashville,35.881943,-86.318932
,,,
16635,altoona-johnstown,40.410853,-78.499413
,,,
2906,rhode island,41.840169,-71.390408
,,,
29205,columbia,33.990057,-80.997249
,,,
29828,augusta,33.522812,-81.828197
,,,
84764,st george,37.611132,-112.153475
,,,
84061,salt lake city,40.764258,-111.321133
,,,
772,,18.438969,-65.905174
,,,
25142,charleston,38.153554,-81.729882
,,,
13166,syracuse,43.078935,-76.565379
,,,
14514,rochester,43.109913,-77.814986
,,,
25021,southern WV,37.922107,-81.679778
,,,
25650,charleston,37.670367,-81.819109
,,,
16834,state college,41.051824,-78.087077
,,,
57533,pierre / central SD,43.378934,-99.424938
,,,
14740,chautauqua,42.223203,-79.181435
,,,
14714,twin tiers NY/PA,42.296728,-78.233633
,,,
15425,morgantown,40.029709,-79.54884
,,,
16666,state college,40.893849,-78.323205
,,,
16664,altoona-johnstown,40.180753,-78.423648
,,,
16852,state college,40.937031,-77.518663
,,,
10970,hudson valley,41.180177,-74.102175
,,,
12604,hudson valley,41.688259,-73.892171
,,,
13214,syracuse,43.038709,-76.075591
,,,
12204,albany,42.691517,-73.73375
,,,
17060,state college,40.469261,-77.893956
,,,
2919,rhode island,41.82744,-71.519879
,,,
29905,hilton head,32.351589,-80.682217
,,,
12435,catskills,41.7308,-74.51336
,,,
11747,long island,40.788403,-73.407396
,,,
98019,seattle-tacoma,47.734333,-121.855307
,,,
98077,seattle-tacoma,47.752379,-122.060283
,,,
98558,seattle-tacoma,46.933941,-122.557218
,,,
16117,youngstown,40.871835,-80.256207
,,,
57052,sioux falls / SE SD,43.292356,-97.707966
,,,
27045,winston-salem,36.234398,-80.29607
,,,
27203,greensboro,35.728464,-79.786527
,,,
28342,fayetteville,35.191183,-78.651262
,,,
13332,utica-rome-oneida,42.764159,-75.581736
,,,
12950,plattsburgh-adirondacks,44.318369,-73.581246
,,,
26325,west virginia (old),39.098947,-80.904803
,,,
23011,richmond,37.477354,-76.81245
,,,
688,,18.382264,-66.626438
,,,
76655,waco,31.401145,-97.183101
,,,
54891,duluth / superior,46.69959,-90.964839
,,,
98011,seattle-tacoma,47.753344,-122.201952
,,,
73006,lawton,34.906219,-98.40022
,,,
765,,18.130096,-65.439369
,,,
54619,la crosse,43.757289,-90.7741
,,,
54964,appleton-oshkosh-FDL,43.921644,-88.717019
,,,
61919,mattoon-charleston,39.784439,-88.13777
,,,
15762,altoona-johnstown,40.594306,-78.829301
,,,
7524,new york city,40.931711,-74.15687
,,,
29624,greenville / upstate,34.435943,-82.624115
,,,
10589,hudson valley,41.334143,-73.714634
,,,
10583,hudson valley,40.988682,-73.789204
,,,
12508,hudson valley,41.495996,-73.953632
,,,
11713,long island,40.776095,-72.942821
,,,
80451,high rockies,40.098446,-106.073143
,,,
5737,glens falls,43.773182,-72.905861
,,,
13790,binghamton,42.165361,-76.001942
,,,
718,,18.231988,-65.759623
,,,
12108,utica-rome-oneida,43.573248,-74.451487
,,,
3884,new hampshire,43.275308,-71.170004
,,,
87931,las cruces,32.953468,-107.42684
,,,
14839,elmira-corning,42.119444,-77.640967
,,,
13736,ithaca,42.324084,-76.202038
,,,
11102,new york city,40.772884,-73.926295
,,,
13147,ithaca,42.775406,-76.569608
,,,
29932,statesboro,32.818148,-81.348641
,,,
29935,hilton head,32.383349,-80.693678
,,,
37209,nashville,36.1854,-86.94857
,,,
12015,albany,42.294057,-73.825116
,,,
14416,rochester,43.082693,-77.980115
,,,
43022,mansfield,40.345039,-82.339811
,,,
13407,utica-rome-oneida,42.968801,-74.950576
,,,
10452,new york city,40.837393,-73.923437
,,,
12132,albany,42.470521,-73.630031
,,,
11218,new york city,40.643468,-73.976046
,,,
10025,new york city,40.798601,-73.966622
,,,
12063,albany,42.568163,-73.638051
,,,
13441,utica-rome-oneida,43.226377,-75.408248
,,,
45788,parkersburg-marietta,39.514987,-81.367568
,,,
45369,columbus,39.952673,-83.594162
,,,
25843,southern WV,37.609609,-81.118411
,,,
24898,southern WV,37.593853,-81.610128
,,,
37769,knoxville,36.218671,-84.153543
,,,
14744,twin tiers NY/PA,42.4281,-78.206654
,,,
13832,oneonta,42.65813,-75.672216
,,,
44217,akron / canton,40.952287,-81.913359
,,,
44130,cleveland,41.376642,-81.787317
,,,
44844,lima / findlay,40.992175,-83.261401
,,,
44254,akron / canton,41.04291,-82.014354
,,,
43217,columbus,39.81656,-82.922749
,,,
43917,northern panhandle,40.23351,-80.797688
,,,
43126,columbus,39.815503,-83.165765
,,,
45168,cincinnati,38.850496,-83.754643
,,,
50456,mason city,43.291262,-93.216049
,,,
31094,macon / warner robins,33.113614,-82.795759
,,,
48921,lansing,42.721347,-84.56083
,,,
15055,pittsburgh,40.306293,-80.123516
,,,
79220,lubbock,33.753501,-100.794632
,,,
25530,huntington-ashland,38.35838,-82.576854
,,,
25512,huntington-ashland,38.184728,-82.327278
,,,
24831,southern WV,37.394105,-81.411521
,,,
37057,cookeville,36.418109,-86.029944
,,,
27016,winston-salem,36.447462,-80.218816
,,,
22943,charlottesville,38.040171,-78.778343
,,,
41257,eastern kentucky,37.918649,-82.794923
,,,
61722,bloomington-normal,40.418661,-88.63237
,,,
2460,boston,42.351824,-71.20849
,,,
49104,southwest michigan,41.963699,-86.358972
,,,
99354,kennewick-pasco-richland,46.331677,-119.299782
,,,
98439,seattle-tacoma,47.132584,-122.512721
,,,
18454,scranton / wilkes-barre,41.827285,-75.426144
,,,
57386,northeast SD,44.505721,-98.006176
,,,
84106,salt lake city,40.706763,-111.855656
,,,
10980,hudson valley,41.238822,-74.050163
,,,
76524,waco,31.268644,-97.202495
,,,
79902,el paso,31.783715,-106.498544
,,,
79547,abilene,33.197744,-99.905443
,,,
77380,houston,30.136972,-95.46836
,,,
78207,san antonio,29.422124,-98.525978
,,,
24566,danville,36.731828,-79.252639
,,,
27879,eastern NC,35.574391,-77.279486
,,,
11351,new york city,40.780747,-73.825301
,,,
76828,abilene,32.006167,-99.292204
,,,
77432,victoria,29.067417,-96.188569
,,,
8619,central NJ,40.242301,-74.696408
,,,
8217,south jersey,39.574192,-74.719915
,,,
10984,hudson valley,41.202903,-74.022265
,,,
8732,north jersey,39.941792,-74.143814
,,,
75756,tyler / east TX,32.302029,-95.600894
,,,
44883,lima / findlay,41.123331,-83.173911
,,,
43060,columbus,40.222353,-83.571542
,,,
12184,albany,42.419893,-73.653359
,,,
11109,new york city,40.745115,-73.956928
,,,
13145,watertown,43.646742,-76.116311
,,,
14615,rochester,43.201207,-77.654749
,,,
45308,dayton / springfield,40.129279,-84.457368
,,,
43064,columbus,40.098393,-83.283538
,,,
43006,mansfield,40.459722,-82.149286
,,,
84043,provo / orem,40.410762,-111.87679
,,,
44087,akron / canton,41.313171,-81.438675
,,,
44621,tuscarawas co,40.436959,-81.297852
,,,
74015,tulsa,36.180425,-95.702839
,,,
17774,williamsport,41.281191,-76.533013
,,,
13797,binghamton,42.333665,-76.040401
,,,
74884,oklahoma city,35.190556,-96.515468
,,,
15084,pittsburgh,40.62859,-79.803264
,,,
18080,lehigh valley,40.735856,-75.635308
,,,
18071,lehigh valley,40.834214,-75.555278
,,,
17945,williamsport,40.78535,-76.375457
,,,
71322,central louisiana,30.871119,-92.175559
,,,
70445,new orleans,30.375351,-89.910291
,,,
52215,cedar rapids,41.913527,-92.405288
,,,
50662,waterloo / cedar falls,42.688662,-91.937486
,,,
50236,ames,42.178394,-93.490398
,,,
50073,des moines,41.793831,-93.525213
,,,
39747,north mississippi,33.409239,-89.554553
,,,
57021,sioux falls / SE SD,43.264816,-96.972194
,,,
31533,valdosta,31.560258,-82.828039
,,,
68853,grand island,41.294283,-98.99183
,,,
41777,eastern kentucky,37.072378,-83.25644
,,,
18030,lehigh valley,40.802263,-75.66372
,,,
14130,buffalo,42.555981,-78.147652
,,,
18068,lehigh valley,40.484829,-75.520041
,,,
39038,jackson,33.18606,-90.484577
,,,
8403,south jersey,39.318497,-74.542405
,,,
3865,boston,42.845597,-71.09326
,,,
84017,salt lake city,40.929601,-111.224304
,,,
36761,montgomery,32.106169,-86.978039
,,,
99634,,60.682928,-161.998779
,,,
85363,phoenix,33.584969,-112.304916
,,,
71701,little rock,33.586463,-92.81969
,,,
22301,washington,38.819895,-77.059577
,,,
29302,greenville / upstate,34.884446,-81.8436
,,,
47997,lafayette / west lafayette,40.667696,-86.723596
,,,
53537,janesville,42.672395,-89.210506
,,,
29461,charleston,33.159784,-80.007539
,,,
64083,kansas city,38.797393,-94.445534
,,,
58569,bismarck,46.268099,-101.19937
,,,
52225,waterloo / cedar falls,42.010822,-92.326845
,,,
47620,evansville,37.931959,-87.905711
,,,
35052,birmingham,33.590682,-86.409897
,,,
99764,,63.291856,-141.453595
,,,
72372,memphis,34.96759,-90.950562
,,,
96028,redding,41.006417,-121.480741
,,,
90212,los angeles,34.06221,-118.401966
,,,
96087,redding,40.619998,-122.643642
,,,
14614,rochester,43.157442,-77.615355
,,,
14750,chautauqua,42.079766,-79.329244
,,,
32347,tallahassee,30.174157,-83.611588
,,,
35501,birmingham,33.81891,-87.292749
,,,
35541,decatur,34.081325,-87.174349
,,,
35546,tuscaloosa,33.619425,-87.542714
,,,
7201,new york city,40.688972,-74.165414
,,,
59022,billings,45.537869,-107.287695
,,,
68309,lincoln,40.055767,-96.567159
,,,
8020,philadelphia,39.791562,-75.22414
,,,
14506,rochester,43.005511,-77.516656
,,,
10308,new york city,40.551884,-74.147646
,,,
12929,plattsburgh-adirondacks,44.720027,-73.719234
,,,
28435,wilmington,34.405955,-78.109229
,,,
70533,lafayette,29.89014,-92.046464
,,,
70719,baton rouge,30.363189,-91.299551
,,,
52749,quad cities,41.34563,-91.130747
,,,
56461,bemidji,47.232073,-94.853912
,,,
53088,appleton-oshkosh-FDL,44.070499,-88.300913
,,,
27332,fayetteville,35.384704,-79.137215
,,,
29202,columbia,33.993558,-81.031002
,,,
57579,pierre / central SD,43.598711,-100.785578
,,,
29423,charleston,32.97876,-80.071205
,,,
37350,chattanooga,34.993921,-85.350184
,,,
65443,columbia,38.131713,-92.094612
,,,
38751,jackson,33.44553,-90.686995
,,,
89506,tahoe,39.712124,-119.820815
,,,
44106,cleveland,41.505341,-81.605432
,,,
49705,northern michigan,45.355095,-84.460991
,,,
64835,joplin,37.148444,-94.437484
,,,
65473,lake of the ozarks,37.706433,-92.154489
,,,
65335,lake of the ozarks,38.504713,-93.342103
,,,
29065,columbia,34.28514,-81.296583
,,,
57059,sioux falls / SE SD,43.119205,-97.764306
,,,
3245,new hampshire,43.76159,-71.583345
,,,
87064,santa fe / taos,36.179253,-106.58098
,,,
87714,pueblo,36.390053,-104.909528
,,,
12527,hudson valley,41.519428,-73.935669
,,,
28544,jacksonville,34.71809,-77.308669
,,,
58835,eastern montana,47.772318,-103.430732
,,,
45721,parkersburg-marietta,39.565488,-81.584377
,,,
25162,charleston,38.207558,-81.387342
,,,
25051,charleston,38.156947,-81.709791
,,,
25517,huntington-ashland,38.108275,-82.443166
,,,
26236,west virginia (old),38.744665,-80.234661
,,,
60601,chicago,41.88531,-87.622116
,,,
49709,northern michigan,45.018684,-84.144487
,,,
55313,st cloud,45.174664,-93.851455
,,,
56378,st cloud,45.725034,-94.987283
,,,
79104,amarillo,35.202967,-101.788728
,,,
57103,sioux falls / SE SD,43.545833,-96.690132
,,,
57037,sioux falls / SE SD,43.104561,-97.249244
,,,
37086,nashville,36.022237,-86.559384
,,,
48651,northern michigan,44.254775,-84.614813
,,,
49649,northern michigan,44.563373,-85.525432
,,,
6051,hartford,41.665141,-72.769832
,,,
98641,olympic peninsula,46.546416,-124.029936
,,,
93501,bakersfield,35.067111,-118.184941
,,,
32544,okaloosa,30.426974,-86.696265
,,,
83501,lewiston / clarkston,46.208729,-116.913734
,,,
71052,shreveport,32.003718,-93.663325
,,,
4936,maine,45.422238,-70.623926
,,,
52401,cedar rapids,41.975486,-91.659172
,,,
58601,eastern montana,46.916872,-102.834258
,,,
27821,eastern NC,35.322066,-76.874087
,,,
29061,columbia,33.897493,-80.850604
,,,
89103,las vegas,36.111835,-115.211716
,,,
75462,texoma,33.624551,-95.490113
,,,
22973,charlottesville,38.335923,-78.479002
,,,
24266,southwest VA,36.858754,-82.120965
,,,
24011,roanoke,37.27085,-79.94149
,,,
99011,spokane / coeur d'alene,47.618832,-117.648158
,,,
25048,southern WV,37.945828,-81.437333
,,,
26330,morgantown,39.285269,-80.220851
,,,
54127,green bay,44.796395,-88.269602
,,,
82633,north CO,43.020861,-105.41068
,,,
99922,,55.307528,-133.046815
,,,
98648,portland,45.706172,-121.956388
,,,
20003,washington,38.881904,-76.990935
,,,
31036,macon / warner robins,32.282016,-83.523225
,,,
31513,hinesville,31.77705,-82.347726
,,,
83641,boise,43.354103,-116.584684
,,,
62830,southern illinois,38.443409,-88.967632
,,,
46967,kokomo,40.694682,-86.195106
,,,
58032,northeast SD,46.065094,-97.642819
,,,
37185,clarksville,36.064255,-87.857688
,,,
61552,peoria,40.81766,-89.565721
,,,
22732,charlottesville,38.31463,-78.189884
,,,
43523,lima / findlay,41.337065,-83.989254
,,,
52660,iowa city,40.994596,-91.29937
,,,
55036,st cloud,45.871246,-93.119564
,,,
25911,southern WV,37.758042,-81.167172
,,,
36907,meridian,32.426384,-88.346704
,,,
71822,texarkana,33.663095,-94.156267
,,,
81152,pueblo,37.110768,-105.40212
,,,
47250,louisville,38.815317,-85.351135
,,,
62521,decatur,39.81707,-88.926317
,,,
2651,cape cod / islands,41.874985,-70.003492
,,,
69337,rapid city / west SD,42.827175,-103.012899
,,,
58568,bismarck,46.087387,-101.045356
,,,
64659,kirksville,39.784733,-93.298316
,,,
65074,columbia,38.484301,-92.468144
,,,
51446,omaha / council bluffs,41.775094,-95.191827
,,,
89191,las vegas,36.239523,-115.025695
,,,
40511,lexington,38.14029,-84.46161
,,,
55722,bemidji,47.278898,-93.441893
,,,
56088,mankato,43.824262,-94.443294
,,,
71833,texarkana,34.141928,-94.04125
,,,
93604,fresno,37.344149,-119.422139
,,,
96145,tahoe,39.148285,-120.170923
,,,
93549,bakersfield,36.212203,-117.948532
,,,
80951,colorado springs,38.907884,-104.642636
,,,
20260,washington,38.883669,-77.025035
,,,
34974,treasure coast,27.145973,-80.949686
,,,
30218,atlanta,33.129318,-84.587178
,,,
33178,miami / dade,25.834607,-80.422908
,,,
29101,florence,34.460212,-80.247195
,,,
30534,atlanta,34.4311,-84.144329
,,,
42133,bowling green,36.726047,-85.956233
,,,
35772,chattanooga,34.937146,-85.948547
,,,
53599,vermont,42.647308,-89.857206
,,,
56294,southwest MN,44.313219,-95.213533
,,,
31062,macon / warner robins,33.046624,-83.215582
,,,
47324,richmond,39.741173,-84.851735
,,,
56593,fargo / moorhead,46.803537,-95.353467
,,,
36759,montgomery,32.416752,-87.277593
,,,
57580,pierre / central SD,43.289423,-100.090188
,,,
46218,indianapolis,39.807262,-86.099746
,,,
50457,mason city,42.916337,-93.493608
,,,
42330,owensboro,37.321997,-87.115992
,,,
40119,owensboro,37.608198,-86.553158
,,,
42642,bowling green,37.058681,-85.035151
,,,
4924,maine,44.782241,-69.546315
,,,
4489,maine,44.910362,-68.690189
,,,
55905,rochester,44.055948,-92.525906
,,,
38768,north mississippi,33.975737,-90.49977
,,,
65401,columbia,37.899825,-91.768905
,,,
64063,kansas city,38.911994,-94.351673
,,,
49885,upper peninsula,46.33805,-87.19832
,,,
27881,eastern NC,35.978414,-77.436573
,,,
50005,ames,42.131988,-93.034602
,,,
54531,northern WI,45.752824,-89.774651
,,,
68122,omaha / council bluffs,41.372501,-96.049201
,,,
54848,eau claire,45.516039,-91.103822
,,,
44903,mansfield,40.776344,-82.527634
,,,
65655,springfield,36.595898,-92.425548
,,,
33460,palm beach county,26.619664,-80.056715
,,,
58416,grand forks,47.532975,-98.338072
,,,
43547,toledo,41.49216,-83.876316
,,,
29472,charleston,33.045536,-80.326698
,,,
56349,st cloud,45.726157,-95.513002
,,,
64062,kansas city,39.455731,-94.163205
,,,
63345,columbia,39.277056,-91.569141
,,,
74119,tulsa,36.142076,-95.989166
,,,
16001,pittsburgh,40.910025,-79.945191
,,,
16353,meadville,41.495354,-79.373115
,,,
15064,pittsburgh,40.356339,-80.149929
,,,
43066,columbus,40.39129,-83.171969
,,,
89031,las vegas,36.258912,-115.171788
,,,
89135,las vegas,36.100973,-115.375908
,,,
89004,las vegas,36.102863,-115.487115
,,,
40007,louisville,38.458345,-84.99915
,,,
49892,green bay,45.81807,-87.785817
,,,
60920,bloomington-normal,41.029257,-88.30497
,,,
31076,macon / warner robins,32.53887,-84.110141
,,,
63131,st louis,38.617391,-90.444197
,,,
63141,st louis,38.658285,-90.458195
,,,
3223,new hampshire,43.855414,-71.68547
,,,
3087,boston,42.811092,-71.302688
,,,
59002,billings,46.02303,-108.665969
,,,
63045,st louis,38.769205,-90.463466
,,,
59523,great falls,48.531584,-109.238565
,,,
57064,sioux falls / SE SD,43.455933,-96.873793
,,,
29335,greenville / upstate,34.646696,-81.904469
,,,
68437,st joseph,40.226069,-95.64395
,,,
68655,grand island,41.655561,-98.242514
,,,
68320,omaha / council bluffs,40.487145,-95.939002
,,,
41754,eastern kentucky,37.295245,-83.318415
,,,
4642,maine,44.330584,-68.809947
,,,
56033,mankato,43.56506,-93.938149
,,,
3031,worcester / central MA,42.874864,-71.600503
,,,
16507,erie,42.13907,-80.083681
,,,
54542,northern WI,45.920297,-88.71551
,,,
85646,tucson,31.647318,-110.940689
,,,
71909,little rock,34.643688,-92.997552
,,,
71667,little rock,33.924489,-91.837089
,,,
95634,gold country,38.936904,-120.772283
,,,
95423,yuba,39.064446,-122.626701
,,,
95075,monterey bay,36.779046,-121.142439
,,,
57068,sioux falls / SE SD,43.575015,-96.495601
,,,
36701,montgomery,32.483972,-87.054642
,,,
31555,hinesville,31.705666,-82.080662
,,,
41836,eastern kentucky,37.233323,-82.900543
,,,
63782,southeast missouri,37.122136,-90.035305
,,,
64733,kansas city,38.584124,-93.823768
,,,
3045,new hampshire,43.021515,-71.563462
,,,
56215,southwest MN,45.317717,-95.57195
,,,
55336,minneapolis / st paul,44.777225,-94.198563
,,,
40003,lexington,38.276689,-85.043822
,,,
65043,columbia,38.622999,-92.102276
,,,
61324,la salle co,41.769914,-89.413892
,,,
59841,missoula,46.334211,-114.222998
,,,
59845,missoula,47.690232,-114.554576
,,,
59847,missoula,46.702089,-114.460596
,,,
53573,vermont,43.187505,-90.459136
,,,
27823,eastern NC,36.209653,-77.713733
,,,
27839,eastern NC,36.284912,-77.55688
,,,
59037,billings,45.823982,-108.242236
,,,
32931,space coast,28.323196,-80.623102
,,,
47280,indianapolis,39.296587,-85.950521
,,,
31563,hinesville,31.751319,-82.181464
,,,
31565,brunswick,31.066705,-81.632529
,,,
58004,fargo / moorhead,47.026475,-97.270723
,,,
43925,northern panhandle,40.447629,-80.862322
,,,
44221,akron / canton,41.139266,-81.474873
,,,
97496,roseburg,43.066483,-123.472707
,,,
63440,western IL,39.987475,-91.758834
,,,
67220,wichita,37.751156,-97.278361
,,,
42440,western KY,37.240727,-87.464602
,,,
2301,south coast,42.078371,-71.042304
,,,
1098,western massachusetts,42.394315,-72.943115
,,,
55327,minneapolis / st paul,45.195735,-93.475802
,,,
58737,north dakota,48.915978,-102.382326
,,,
24954,southern WV,38.224907,-80.056049
,,,
36756,tuscaloosa,32.683866,-87.27589
,,,
35120,birmingham,33.666809,-86.423755
,,,
39114,jackson,31.951836,-89.824587
,,,
65084,lake of the ozarks,38.434073,-92.856392
,,,
64124,kansas city,39.107225,-94.539212
,,,
68422,lincoln,40.388735,-96.694709
,,,
3604,new hampshire,43.127333,-72.376864
,,,
88201,roswell / carlsbad,33.643275,-104.396622
,,,
13438,utica-rome-oneida,43.354138,-75.159613
,,,
63966,southeast missouri,36.979507,-90.264717
,,,
64132,kansas city,38.988304,-94.542261
,,,
25123,charleston,38.730175,-81.900044
,,,
26234,west virginia (old),38.773784,-80.31511
,,,
85298,phoenix,33.241186,-111.726727
,,,
68106,omaha / council bluffs,41.238785,-96.002274
,,,
83632,east oregon,44.54001,-116.412891
,,,
42716,louisville,37.479932,-85.606426
,,,
2131,boston,42.284333,-71.126228
,,,
1331,worcester / central MA,42.562408,-72.19108
,,,
56552,fargo / moorhead,46.984605,-96.204295
,,,
62551,decatur,39.855374,-89.158927
,,,
